case_number,claimant,respondents,status,NO.,YEAR OF INITIATION,SHORT CASE NAME,FULL CASE NAME,APPLICABLE IIA,ARBITRAL RULES,ADMINISTERING INSTITUTION,STATUS/OUTCOME OF ORIGINAL PROCEEDINGS,RESPONDENT STATE,HOME STATE OF INVESTOR,ECONOMIC SECTOR,ECONOMIC SUBSECTOR,SUMMARY OF THE DISPUTE, DETAILS OF INVESTMENT,ARBITRATORS,DECISIONS,INDIVIDUAL OPINIONS DETAILS,AMOUNT CLAIMED (EXPRESSED IN MILLIONS),AMOUNT AWARDED (OR SETTLED FOR) (EXPRESSED IN MILLIONS),IIA BREACHES ALLEGED,IIA BREACHES FOUND,FOLLOW-ON PROCEEDING TYPE,FOLLOW-ON PROCEEDING STATUS,FOLLOW-ON DECISIONS,FOLLOW-ON INDIVIDUAL OPINIONS,ICSID ANNULMENT COMMITTEE MEMBERS,LINK TO ITALAW'S CASE PAGE,LINKS TO BACKGROUND SOURCES
2019-43,,,,196.0,2019.0,IC Power v. Guatemala,IC Power Asia Development Ltd. v. Republic of Guatemala (PCA Case No. 2019-43),Guatemala - Israel BIT (2006),UNCITRAL,PCA (Permanent Court of Arbitration),Decided in favour of State,Guatemala,Israel,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of Guatemalan tax authorities’ imposition of alleged back taxes (for 2011 and 2012) on two electricity distributors acquired by the claimant in 2016.,"Majority shareholdings (90.6 and 92.7 per cent) in Distribuidora de Electricidad de Occidente S.A. (Deocsa) and Distribuidora de Electricidad de Oriente S.A. (Deorsa), two local electricity distributors.","van den Berg, A. J. - President; Vinuesa, R. E. - Claimant; Tawil, G. S. - Respondent",Final Award dated 7 October 2020  https://www.italaw.com/sites/default/files/case-documents/italaw16460.pdf,Dissenting Opinion by Guido Santiago Tawil (Final Award dated 7 October 2020 ),117.00 USD,Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Arbitrary, unreasonable and/or discriminatory measures",None - all claims dismissed at the merits stage,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/9050,"https://pca-cpa.org/en/cases/231/;
http://otp.investis.com/clients/us/kenon_holdings/SEC/sec-show.aspx?Type=html&FilingId=12677015&CIK=0001611005&Index=10000;
https://globalarbitrationreview.com/article/1209302/guatemala-faces-treaty-claim-over-electric-tariffs;
https://www.iareporter.com/articles/31413/;
https://globalarbitrationreview.com/criminal-proceedings/israeli-investor-fails-in-claim-against-guatemala;
https://www.iareporter.com/articles/breaking-majority-arbitrators-dismiss-treaty-based-claims-from-israeli-investor-in-guatemalas-electricity-distribution-sector-guido-santiago-tawil-dissents/;
 https://www.mineco.gob.gt/guatemala-gana-reclamaci%C3%B3n-internacional-iniciada-por-ic-power-asia-development-ltd"
2019-01,,,,199.0,2019.0,Kazakh National Center v. Kyrgyzstan,National Center on Complex Processing of Mineral Raw Materials of the Republic of Kazakhstan v. Kyrgyz Republic (PCA Case No. 2019-01),Kazakhstan - Kyrgyzstan BIT (1997),UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Kyrgyzstan,Kazakhstan,Secondary - C - Manufacturing,24 - Manufacture of basic metals,,,Data not available,Data not available,Data not available,49.90 USD,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://globalarbitrationreview.com/article/1216350/kyrgyzstan-brings-in-new-team-to-defend-investor-claims;
https://www.iareporter.com/arbitration-cases/national-center-on-complex-processing-of-mineral-raw-materials-of-the-republic-ofkazakhstan-v-kyrgyz-republic/"
2020-06,,,,202.0,2019.0,Kowepo v. India,Korea Western Power Company Limited v. India (PCA Case No. 	2020-06),"India - Korea, Republic of BIT (1996);
India - Korea, Republic of CEPA (2009)",UNCITRAL,PCA (Permanent Court of Arbitration),Pending,India,"Korea, Republic of","Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,"Shareholding of 40% in Pioneer Gas Power Plant Limited (PGPL), the operator of a 388 MW project in the Raigad district in the Indian state of Maharashtra.","Kalicki, J. E. - President; Stern, B. - Claimant; Hobér, K. - Respondent",Data not available,Data not available,400.00 USD,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://www.iareporter.com/articles/korean-power-company-makes-good-on-earlier-threats-to-initiate-arbitration-proceedings-against-india/;
https://www.iareporter.com/arbitration-cases/kowepo-v-india/;
https://globalarbitrationreview.com/article/1175971/korean-investor-threatens-treaty-claim-against-india;
https://economictimes.indiatimes.com/industry/energy/power/korean-company-starts-arbitration-against-india/articleshow/72449677.cms?from=mdr;
https://pca-cpa.org/en/cases/272/"
2019/126,,,,207.0,2019.0,Mercuria v. Poland (II),Mercuria Energy Group Limited v. The Republic of Poland (II) (SCC Case No. 2019/126),The Energy Charter Treaty (1994),SCC (Stockholm Chamber of Commerce),SCC (Stockholm Chamber of Commerce),Pending,Poland,Cyprus,Data not available,Data not available,,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://www.iareporter.com/arbitration-cases/mercuria-energy-group-v-poland-2/;
https://www.iareporter.com/articles/poland-is-facing-under-the-radar-treaty-arbitration-with-a-tribunal-already-in-place/"
2020-07,,,,210.0,2019.0,Nord Stream 2 v. EU,Nord Stream 2 AG v. European Union (PCA Case No. 2020-07),The Energy Charter Treaty (1994),UNCITRAL,PCA (Permanent Court of Arbitration),Pending,European Union,Switzerland,"Tertiary - H - Transportation and storage;
Tertiary - F - Construction","49 - Land transport and transport via pipelines;
42 - Civil engineering","Claims arising out of the EU’s actions related to the EU Gas Directive amendment of 2019 that impact new gas transmission lines to and from third countries and allegedly put the Nord Stream 2 gas pipeline project at a disadvantage, by treating it as ineligible for a derogation from the amended Directive that existing pipelines benefit from.","Investments in a pipeline project to transport gas from the Russian Federation to the German coast via the Baltic Sea, including contracts for the supply of pipes, long term gas transportation agreements and financing agreements with several lenders.","Ramírez Hernández, R. - President; Unterhalter, D. - Claimant; Sands, P. - Respondent",Data not available,Data not available,Data not available,Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Most-favoured nation treatment;
Arbitrary, unreasonable and/or discriminatory measures;
Other;
Indirect expropriation",Pending,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/8187,"https://ec.europa.eu/trade/policy/accessing-markets/dispute-settlement/investment-disputes/;
https://www.nord-stream2.com/en/download/document/284/;
https://data.consilium.europa.eu/doc/document/ST-11369-2019-INIT/en/pdf;
https://www.iisd.org/itn/2019/12/17/nord-stream-2-pipeline-spat-with-eu-evolves-into-ect-dispute/;
https://www.iareporter.com/articles/eu-succeeds-in-disqualifying-nord-stream-2s-nominated-arbitrator-in-high-stakes-energy-charter-treaty-arbitration/;
https://www.iareporter.com/articles/russian-backed-project-investor-nord-stream-2-files-arbitration-against-european-union-under-the-energy-charter-treaty/;
https://pca-cpa.org/en/cases/239/"
2019-26,,,,214.0,2019.0,Panamericana Televisión and others v. Peru,"Panamericana Televisión S.A., Katerine Verónica Schütz Dalmau, Ernest Victor Schütz Freundt and Lorena Vivian Schütz Freundt v. The Republic of Peru (PCA Case No. 2019-26)",Peru - Switzerland BIT (1991),UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Peru,Switzerland,Tertiary - J - Information and communication,60 - Programming and broadcasting activities,,,"Júdice, J. M. - President; Rodríguez, R. A. - Claimant; Derains, Y. - Respondent",Data not available,Data not available,460.00 USD,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://pca-cpa.org/en/cases/224/;
https://globalarbitrationreview.com/article/1209877/panel-in-place-for-peru-dispute;
https://www.iareporter.com/articles/peru-round-up-tribunals-revealed-in-two-under-the-radar-uncitral-arbitrations-as-hearings-loom-in-third-case/"
V2019/088,,,,231.0,2019.0,VEB v. Ukraine,"State Development Corporation ""VEB.RF"" v. Ukraine (SCC Case No. V2019/088)",Russian Federation - Ukraine BIT (1998),SCC (Stockholm Chamber of Commerce),SCC (Stockholm Chamber of Commerce),Pending,Ukraine,Russian Federation,Tertiary - K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the Government’s alleged confiscation of shares held by the claimant, a state-owned Russian company, in its Ukrainian subsidiary Prominvestbank and the ban of the subsidiary’s business operations with the parent company.","99.8% shareholding in Prominvestbank, a Ukrainian commercial bank.","Partasides, C. - President; Patocchi, P. M. - Claimant; Malintoppi, L. - Respondent",Partial Award on Preliminary Objections dated 31 January 2021 https://jusmundi.com/en/document/decision/pdf/en-vnesheconombank-veb-v-ukraine-original-proceedings-wednesday-21st-august-2019,,200.00 USD,Data not available,"Direct expropriation;
Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
National treatment;
Most-favoured nation treatment;
Arbitrary, unreasonable and/or discriminatory measures;
Transfer of funds;
Umbrella clause",Pending,,,,No follow-up proceedings initiated,,Not available,"https://globalarbitrationreview.com/article/1174440/ukraine-threatened-over-russian-asset-freeze;
https://www.iareporter.com/articles/ukrainians-seeking-to-enforce-bit-award-against-russia-secure-the-freezing-of-russian-assets-in-ukraine-russians-respond-with-their-own-bit-warning-to-ukraine/;
https://www.iareporter.com/articles/bit-claim-is-reportedly-filed-against-ukraine-by-state-owned-russian-development-bank-whose-ukrainian-assets-have-been-caught-up-in-enforcement-of-bit-awards-against-russia/;
https://globalarbitrationreview.com/article/1194368/sanctioned-russian-bank-brings-treaty-claim-against-ukraine"
2019-39,,,,236.0,2019.0,Yu Song v. China,Jason Yu Song v. People's Republic of China (PCA Case No. 2019-39),China - United Kingdom BIT (1986),Data not available,PCA (Permanent Court of Arbitration),Pending,China,United Kingdom,Data not available,Data not available,,,"Cheng, T. - President; Paulsson, J. - Claimant; Willems, J. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://pca-cpa.org/en/cases/241/;
https://www.iareporter.com/arbitration-cases/yu-song-v-china/;
https://globalarbitrationreview.com/article/1226945/uk-investor-pursues-pca-claim-against-china;
https://globalarbitrationreview.com/survey/gar-100/2021/organization-profile/zhong-lun"
2018-45,,,,241.0,2018.0,Alcor v. Czechia,Alcor Holdings Ltd. v. The Czech Republic (PCA Case No. 2018-45),Czech Republic - United Arab Emirates BIT (1994),UNCITRAL,PCA (Permanent Court of Arbitration),Decided in favour of State,Czechia,United Arab Emirates,Tertiary - L - Real estate activities,68 - Real estate activities,"Claims arising out of the alleged refusal of the City of Prague to conclude a lease agreement with the claimant’s former Czech subsidiary, Alcor CZ.","Shareholding (99 per cent) in Alcor Holdings CZ s.r.o., with investments in several land plots located in the City of Prague.","Greenwood, C. - President; Wilmot-Smith, R. - Claimant; McRae, D. M. - Respondent",Award dated 2 March 2022 https://www.italaw.com/sites/default/files/case-documents/italaw170068.pdf,,483.00 CZK (22.60 USD),Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Arbitrary, unreasonable and/or discriminatory measures;
Other",None - jurisdiction declined,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/4748,"https://www.iareporter.com/articles/czech-republic-updates-on-six-pending-investment-treaty-arbitrations/;
https://www.mfcr.cz/cs/zahranicni-sektor/ochrana-financnich-zajmu/arbitraze/prehled-arbitraznich-sporu-vedenych-prot;
 https://www.mfcr.cz/cs/zahranicni-sektor/ochrana-financnich-zajmu/arbitraze/aktualni-informace/2016/zadost-o-zahajeni-jednani-o-smirnem-rese-25655 ;
 https://www.iareporter.com/articles/czech-republic-round-up-swiss-investor-lodges-arbitration-at-icsid-as-unrelated-u-a-e-investor-also-threatens-claim-various-other-arbitrations-remain-on-foot/ ;
  https://globalarbitrationreview.com/article/1076777/banking-measures-lead-to-threat-against-czech-republic ;
https://pca-cpa.org/en/cases/196/;
http://web.archive.org/web/20220718101846/https://www.mfcr.cz/cs/aktualne/tiskove-zpravy/2022/cr-zvitezila-v-mezinarodni-investicni-ar-46732"
2018-52,,,,246.0,2018.0,Arkadia v. Tanzania,Arkadia Ltd. v. United Republic of Tanzania (PCA Case No. 2018-52),Italy - United Republic of Tanzania BIT (2001),UNCITRAL,PCA (Permanent Court of Arbitration),Data not available,"Tanzania, United Republic of",Italy,Secondary - C - Manufacturing,20 - Manufacture of chemicals and chemical products,,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,,,No follow-up proceedings initiated,,Not available,https://www.iareporter.com/arbitration-cases/arkadia-ltd-v-tanzania/
2018-56,,,,252.0,2018.0,Carrizosa Gelzis v. Colombia (I),"Alberto Carrizosa Gelzis, Enrique Carrizosa Gelzis, Felipe Carrizosa Gelzis v. Republic of Colombia (I) (PCA Case No. 2018-56)",Colombia - United States TPA (2006),UNCITRAL,PCA (Permanent Court of Arbitration),Decided in favour of State,Colombia,United States of America,Tertiary - K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the Government’s allegedly disproportionate and discriminatory measures against Banco Granahorrar, including placing the bank under new management and its ultimate nationalization in 1998, as well as the Colombian Constitutional Court’s 2014 decision that no compensation was due to the claimants.","Shareholding in Banco Granahorrar, a Colombian bank.","Ferrari, F. - Claimant; Douglas, Z. - Respondent (replaced); Beechey, J. - President; Söderlund, C. - Respondent","Award dated 7 May 2021 (English) https://pcacases.com/web/sendAttach/27972;
Award dated 7 May 2021 (Spanish) https://pcacases.com/web/sendAttach/27973",,323.00 USD,Data not available,"Direct expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
National treatment;
Arbitrary, unreasonable and/or discriminatory measures;
Other",None - jurisdiction declined,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/7175,"https://defensajuridica.gov.co/Paginas/dji/index.aspx;
https://www.iareporter.com/articles/colombia-faces-two-new-investment-treaty-claims-dating-to-late-1990s-banking-crisis/;
https://www.iareporter.com/articles/investors-lodge-challenge-to-zachary-douglas-alleging-prejudgment-of-a-core-legal-issue-that-arises-in-their-investment-treaty-arbitration/;
 https://globalarbitrationreview.com/article/1173534/douglas-resigns-after-challenge-over-mfn;
 https://globalarbitrationreview.com/article/1166543/colombia-faces-treaty-claims-over-bank-measures;
https://www.iareporter.com/articles/arbitrator-steps-aside-in-face-of-threatened-challenge-and-tribunal-is-then-finalized/;
https://globalarbitrationreview.com/article/1173534/douglas-resigns-after-challenge-over-mfn;
https://www.iareporter.com/articles/colombia-reveals-its-jurisdictional-objections-in-dispute-brought-by-alleged-dual-nationals-in-relation-to-investments-in-local-financial-institution/;
https://pca-cpa.org/en/cases/199/;
https://www.iareporter.com/articles/analysis-dual-us-colombian-nationals-the-carrizosa-brothers-lay-out-their-arguments-on-jurisdiction-in-ongoing-free-trade-agreement-arbitration/"
2018-35,,,,255.0,2018.0,Conseil Economique v. The State of Kuwait,Conseil Economique Des Pays Musulmans v. Kuwait (PCA Case No. 2018-35),Kuwait - Switzerland BIT (1998),UNCITRAL,PCA (Permanent Court of Arbitration),Discontinued for unknown reasons,Kuwait,Switzerland,Data not available,Data not available,,,"Kalicki, J. E. - President; Singh Ahuja, K. - Claimant; Tanzi, A. M. - Respondent",Award dated 9 June 2020 ,,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,Not available,"https://pca-cpa.org/en/cases/200/;
https://www.iareporter.com/articles/swiss-ngo-files-investment-treaty-claim-against-kuwait/;
https://globalarbitrationreview.com/article/1190588/kuwait-faces-second-treaty-claim-over-health-services;
https://www.iareporter.com/articles/breaking-uncitral-tribunal-dismisses-health-screening-arbitration-against-kuwait/;
https://globalarbitrationreview.com/kuwait-sees-claims-over-health-screening-services"
