case_number,claimant,respondents,status,NO.,YEAR OF INITIATION,SHORT CASE NAME,FULL CASE NAME,APPLICABLE IIA,ARBITRAL RULES,ADMINISTERING INSTITUTION,STATUS/OUTCOME OF ORIGINAL PROCEEDINGS,RESPONDENT STATE,HOME STATE OF INVESTOR,ECONOMIC SECTOR,ECONOMIC SUBSECTOR,SUMMARY OF THE DISPUTE, DETAILS OF INVESTMENT,ARBITRATORS,DECISIONS,INDIVIDUAL OPINIONS DETAILS,AMOUNT CLAIMED (EXPRESSED IN MILLIONS),AMOUNT AWARDED (OR SETTLED FOR) (EXPRESSED IN MILLIONS),IIA BREACHES ALLEGED,IIA BREACHES FOUND,FOLLOW-ON PROCEEDING TYPE,FOLLOW-ON PROCEEDING STATUS,FOLLOW-ON DECISIONS,FOLLOW-ON INDIVIDUAL OPINIONS,ICSID ANNULMENT COMMITTEE MEMBERS,LINK TO ITALAW'S CASE PAGE,LINKS TO BACKGROUND SOURCES
ARB/21/58,Congo Mining Ltd SARLU and Midus Holdings Limited,Republic of Congo,Pending,32.0,2021.0,Congo Mining and Midus v. Congo,Congo Mining Ltd SARLU and Midus Holdings Limited v. Republic of Congo (ICSID Case No. ARB/21/58),Congo - United Kingdom BIT (1989),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Congo,United Kingdom,Primary - B - Mining and quarrying,7 - Mining of metal ores,,,"Lévy, L. - President; Schwartz, E. - Claimant; Mayer, P. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/58;
https://www.iareporter.com/arbitration-cases/congo-mining-midus-holdings-v-congo-brazzaville/;
https://globalarbitrationreview.com/congo-faces-yet-another-mining-claim;
 https://www.iareporter.com/articles/the-republic-of-congo-is-faced-with-yet-another-notice-of-dispute-over-revoked-iron-ore-permit/"
ARB/21/56,"Energía y Renovación Holding, S.A.",Republic of Guatemala,Pending,39.0,2021.0,Energía y Renovación v. Guatemala,"Energía y Renovación Holding, S.A. v. Republic of Guatemala (ICSID Case No. ARB/21/56)",Central America - Panama FTA (2002),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Guatemala,Panama,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,,"Fernández Arroyo, D. P. - President; Tawil, G. S. - Claimant; Vinuesa, R. E. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/56;
https://globalarbitrationreview.com/mexico-and-guatemala-face-new-icsid-claims;
https://www.iareporter.com/articles/hydropower-company-lodges-treaty-arbitration-against-guatemala/;
https://www.iareporter.com/arbitration-cases/energia-y-renovacion-v-guatemala/"
ARB/21/55,"L1bre Holding, LLC",United Mexican States,Concluded,58.0,2021.0,L1bre v. Mexico,"L1bre Holding, LLC v. United Mexican States (ICSID Case No. ARB/21/55)","NAFTA (1992);
USMCA (2018)",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Mexico,United States of America,Tertiary - J - Information and communication,61 - Telecommunications,,,Tribunal not constituted,Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) dated 7 March 2022 ,,Data not available,Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
National treatment;
Most-favoured nation treatment;
Indirect expropriation",Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/9325,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/55;
https://www.iareporter.com/arbitration-cases/l1bre-holding-v-mexico/;
https://www.iareporter.com/articles/mexico-city-taximeter-dispute-gives-rise-to-second-icsid-arbitration/;
https://globalarbitrationreview.com/mexico-and-guatemala-face-new-icsid-claims;
http://web.archive.org/web/20220126163510/https://www.gob.mx/cms/uploads/attachment/file/649149/Ficha_SE_L1bero_Partners_LP_y_el_Sr_Covarrubias.pdf;
https://www.iareporter.com/articles/mexican-taximeter-arbitrations-are-consolidated-after-claimants-settle-partnership-dispute/"
ARB/21/54,KELAG-Kärntner Elektrizitäts-Aktiengesellschaft and others,Romania,Pending,56.0,2021.0,KELAG and others v. Romania,KELAG-Kärntner Elektrizitäts-Aktiengesellschaft and others v. Romania (ICSID Case No. ARB/21/54),The Energy Charter Treaty (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Romania,Austria,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,,"Malek, A. - President; Tawil, G. S. - Claimant; Perezcano Diaz, H. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/54;
https://globalarbitrationreview.com/romania-faces-another-renewables-claim;
https://www.iareporter.com/arbitration-cases/kelag-karntner-et-al-v-romania/"
ARB/21/53,EEPL Holdings,Republic of Congo,Pending,36.0,2021.0,EEPL v. Congo,EEPL Holdings v. Republic of Congo (ICSID Case No. ARB/21/53),Congo - Mauritius BIT (2010),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Congo,Mauritius,Primary - B - Mining and quarrying,7 - Mining of metal ores,,,"Stein, E. - President; Townsend, J. M. - Claimant; De Schoutheete, A. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/53;
https://www.iareporter.com/arbitration-cases/eepl-holdings-v-congo-brazzaville/;
https://globalarbitrationreview.com/congo-hit-another-mining-claim"
ARB/21/52,SREW N.V.,Ukraine,Pending,82.0,2021.0,SREW v. Ukraine,SREW N.V. v. Ukraine (ICSID Case No. ARB/21/52),BLEU (Belgium-Luxembourg Economic Union) - Ukraine BIT (1996),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Ukraine,Belgium,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,,"Fernández-Armesto, J. - President; Alexandrov, S. A. - Claimant; Kalicki, J. E. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/52;
https://globalarbitrationreview.com/ukraine-hit-another-renewables-claim;
https://www.iareporter.com/arbitration-cases/srew-v-ukraine/;
https://www.iareporter.com/articles/wind-farm-investor-lodges-treaty-based-case-against-ukraine/"
ARB/21/51,Discovery Global LLC,Slovak Republic,Pending,34.0,2021.0,Discovery Global v. Slovakia,Discovery Global LLC v. Slovak Republic (ICSID Case No. ARB/21/51),Slovakia - United States of America BIT (1991),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Slovakia,United States of America,Primary - B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,,,"Kaufmann-Kohler, G. - President; Drymer, S. L. - Claimant; Sands, P. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/9280,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/51;
https://globalarbitrationreview.com/us-oil-investor-brings-icsid-claim-against-slovakia;
https://www.iareporter.com/arbitration-cases/discovery-global-v-slovakia/;
https://www.iareporter.com/articles/us-oil-gas-company-lodges-icsid-claim-against-slovakia/"
ARB/21/50,HeidelbergCement AG and others,Arab Republic of Egypt,Pending,48.0,2021.0,HeidelbergCement and others v. Egypt,"HeidelbergCement AG, HeidelbergCement France S.A.S., Italcementi S.P.A., Ciments Français S.A.S. v. Arab Republic of Egypt (ICSID Case No. ARB/21/50)","Egypt - Germany BIT (2005);
Egypt - France BIT (1974);
Egypt - Italy BIT (1989)",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Egypt,"Germany;
France;
Italy",Secondary - C - Manufacturing,23 - Manufacture of other non-metallic mineral products,,,"Greenwood, C. - President; Poncet, C. - Claimant; Drymer, S. L. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/50;
https://www.iareporter.com/arbitration-cases/heidelbergcement-et-al-v-egypt/"
ARB/21/49,Enel Colombia S.A. (formerly ESSA2 SpA) and Enel Costa Rica CAM S.A. (formerly Enel Green Power Costa Rica S.A.),Republic of Costa Rica,Concluded,40.0,2021.0,ESSA2 and Enel v. Costa Rica,ESSA2 SpA and Enel Green Power Costa Rica S.A. v. Republic of Costa Rica (ICSID Case No. ARB/21/49),Chile - Costa Rica BIT (1996),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Costa Rica,Chile,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/49;
https://globalarbitrationreview.com/construction/pakistan-and-costa-rica-face-icsid-claims;
https://www.iareporter.com/arbitration-cases/essa2-and-enel-green-power-v-costa-rica/"
ARB/21/48,Bayındır İnşaat Turizm Ticaret ve Sanayi A.Ş.,Islamic Republic of Pakistan,Pending,30.0,2021.0,Bayındır v. Pakistan (II),Bayındır İnşaat Turizm Ticaret ve Sanayi A.Ş. v. Islamic Republic of Pakistan (II) (ICSID Case No. ARB/21/48),Pakistan - Turkey BIT (1995),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Pakistan,Türkiye,Tertiary - F - Construction,42 - Civil engineering,,,"Fernández-Armesto, J. - President; Hobér, K. - Claimant; Thomas, J. C. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/48;
https://www.iareporter.com/arbitration-cases/bayindir-v-pakistan-2/;
https://www.iareporter.com/articles/turkish-contractor-bayindir-lodges-a-new-claim-against-pakistan-12-years-after-an-icsid-tribunal-rejected-an-earlier-bit-claim-between-the-parties/;
https://globalarbitrationreview.com/construction/pakistan-and-costa-rica-face-icsid-claims"
ARB/21/47,PETRONAS International Corporation Ltd and Azhan Bin Ali,Republic of the Sudan,Concluded,71.0,2021.0,PETRONAS and Azhan Bin Ali v. Sudan,PETRONAS International Corporation Ltd and Azhan Bin Ali v. Republic of the Sudan (ICSID Case No. ARB/21/47),Malaysia - Sudan BIT (1998),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Sudan,Malaysia,Tertiary - L - Real estate activities,68 - Real estate activities,,,Tribunal not constituted,Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 45 dated 8 July 2022 ,,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/8812,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/47;
https://globalarbitrationreview.com/malaysian-state-owned-entity-takes-sudan-icsid;
https://www.iareporter.com/arbitration-cases/petronas-and-azhan-bin-ali-v-sudan/;
https://www.iareporter.com/articles/petronas-follows-through-on-icsid-arbitration-threat-against-sudan/;
https://www.iareporter.com/articles/arbitration-claim-by-petronas-against-sudan-is-discontinued/"
ARB/21/46,HSBC Latin American Holdings (UK) Limited,Republic of El Salvador,Pending,50.0,2021.0,HSBC v. El Salvador,HSBC Latin American Holdings (UK) Limited v. Republic of El Salvador (ICSID Case No. ARB/21/46),El Salvador - United Kingdom BIT (1999),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,El Salvador,United Kingdom,Tertiary - K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/46;
https://globalarbitrationreview.com/denial-of-justice/el-salvador-faces-denial-of-justice-claim;
https://www.iareporter.com/arbitration-cases/hsbc-v-el-salvador/;
https://www.iareporter.com/articles/hsbc-makes-good-on-earlier-threat-to-initiate-icsid-arbitration-against-el-salvador/"
ARB/21/44,Finetis SARL and Finetis Maroc SA,Kingdom of Morocco,Pending,42.0,2021.0,Finetis v. Morocco,Finetis SARL and Finetis Maroc SA v. Kingdom of Morocco (ICSID Case No. ARB/21/44),France - Morocco BIT (1996),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Morocco,France,Tertiary - J - Information and communication,61 - Telecommunications,,,"Hanotiau, B. - President; Mantilla-Serrano, F. - Claimant; Boisson de Chazournes, L. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/44;
https://www.iareporter.com/arbitration-cases/finetis-v-morocco/"
ARB/21/43,TS Villalba GmbH and others,Kingdom of Spain,Concluded,88.0,2021.0,TS Villalba and others v. Spain,TS Villalba GmbH and others v. Kingdom of Spain (ICSID Case No. ARB/21/43),The Energy Charter Treaty (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Spain,Germany,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,,Tribunal not constituted,Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 dated 24 March 2022 https://www.italaw.com/sites/default/files/case-documents/italaw170099.pdf,,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/9278,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/21/43;
https://www.iareporter.com/arbitration-cases/ts-villalba-and-others-v-spain/;
https://www.iareporter.com/articles/renewable-energy-case-against-spain-is-discontinued-at-early-stage/"
